ref_04a78ef00c5245e0.mp4,Defocus Blur,1,21.0919,0.88281,0.096541,3.9744,38.7123,7.5006
ref_04a78ef00c5245e0.mp4,Defocus Blur,2,24.3489,0.90496,0.094239,3.9627,48.0837,7.4921
ref_04a78ef00c5245e0.mp4,Defocus Blur,3,24.3889,0.90534,0.085224,4.4746,54.9965,7.485
ref_04a78ef00c5245e0.mp4,Defocus Blur,5,18.8542,0.86509,0.067891,5.5284,61.7228,7.4769
ref_04a78ef00c5245e0.mp4,Motion Blur,5,21.1975,0.88382,0.10217,3.631,36.5162,7.5009
ref_04a78ef00c5245e0.mp4,Motion Blur,10,24.6853,0.90583,0.1059,4.2923,41.381,7.4925
ref_04a78ef00c5245e0.mp4,Motion Blur,15,24.6572,0.90642,0.096915,4.7146,45.0333,7.4865
ref_04a78ef00c5245e0.mp4,Motion Blur,25,21.307,0.88537,0.078977,5.2288,51.374,7.48
ref_04a78ef00c5245e0.mp4,Noise,5,18.9872,0.8609,0.10486,7.2048,29.308,7.5388
ref_04a78ef00c5245e0.mp4,Noise,10,18.1139,0.84435,0.096905,12.686,40.766,7.5884
ref_04a78ef00c5245e0.mp4,Noise,15,17.4575,0.81899,0.090053,14.5685,42.7723,7.622
ref_04a78ef00c5245e0.mp4,Noise,30,16.0711,0.72915,0.075818,18.0385,43.3914,7.6561
ref_04a78ef00c5245e0.mp4,Uneven Illumination,100,17.5077,0.82642,0.095079,3.1907,28.5093,7.3376
ref_04a78ef00c5245e0.mp4,Uneven Illumination,150,13.7729,0.74114,0.084494,3.3051,29.9513,7.0249
ref_04a78ef00c5245e0.mp4,Uneven Illumination,200,13.1583,0.69436,0.073932,3.481,29.8737,7.0027
ref_04a78ef00c5245e0.mp4,Uneven Illumination,250,11.613,0.58166,0.055967,3.8,32.8067,6.8633
ref_131368cc17e44240.mp4,Defocus Blur,1,30.8437,0.94156,0.4622,4.5234,32.5466,7.2911
ref_131368cc17e44240.mp4,Defocus Blur,2,23.1338,0.91113,0.062895,4.0582,40.3268,7.2183
ref_131368cc17e44240.mp4,Defocus Blur,3,23.361,0.91286,0.054346,4.058,48.0692,7.1716
ref_131368cc17e44240.mp4,Defocus Blur,5,23.4146,0.91318,0.046582,4.6951,57.7725,7.1261
ref_131368cc17e44240.mp4,Motion Blur,5,30.7444,0.94112,0.42058,4.7783,30.6799,7.2897
ref_131368cc17e44240.mp4,Motion Blur,10,23.0096,0.90964,0.065073,5.4302,32.5492,7.2419
ref_131368cc17e44240.mp4,Motion Blur,15,23.1788,0.91146,0.061173,5.5644,33.4775,7.2157
ref_131368cc17e44240.mp4,Motion Blur,25,23.3103,0.91238,0.054165,5.6202,35.1002,7.1784
ref_131368cc17e44240.mp4,Noise,5,18.5933,0.86879,0.055914,6.49,24.7982,7.371
ref_131368cc17e44240.mp4,Noise,10,18.3596,0.86204,0.052981,10.643,40.7157,7.4448
ref_131368cc17e44240.mp4,Noise,15,17.9759,0.85074,0.050228,12.5298,42.3553,7.5108
ref_131368cc17e44240.mp4,Noise,30,16.5444,0.79786,0.042831,15.6036,42.9396,7.5939
ref_131368cc17e44240.mp4,Uneven Illumination,100,17.0155,0.83236,0.052097,3.9689,25.3196,7.2385
ref_131368cc17e44240.mp4,Uneven Illumination,150,14.3581,0.73289,0.047609,4.0339,24.9175,7.1078
ref_131368cc17e44240.mp4,Uneven Illumination,200,12.5137,0.61372,0.040823,4.2876,26.1436,6.9751
ref_131368cc17e44240.mp4,Uneven Illumination,250,12.1224,0.57038,0.033895,4.6018,29.4129,6.882
ref_2fc3db471f9d44c0.mp4,Defocus Blur,1,21.0608,0.88583,0.070368,3.9899,46.77,6.8445
ref_2fc3db471f9d44c0.mp4,Defocus Blur,2,21.2299,0.88859,0.063561,3.9618,48.5793,6.8233
ref_2fc3db471f9d44c0.mp4,Defocus Blur,3,30.9579,0.91533,0.26204,3.6861,53.3107,6.8116
ref_2fc3db471f9d44c0.mp4,Defocus Blur,5,29.246,0.91219,0.14351,4.6771,58.9361,6.7779
ref_2fc3db471f9d44c0.mp4,Motion Blur,5,21.1235,0.88761,0.073196,4.0243,44.2316,6.8391
ref_2fc3db471f9d44c0.mp4,Motion Blur,10,21.8667,0.89187,0.069016,4.1823,44.342,6.8236
ref_2fc3db471f9d44c0.mp4,Motion Blur,15,21.4846,0.89149,0.065667,4.1586,46.2232,6.8005
ref_2fc3db471f9d44c0.mp4,Motion Blur,25,21.671,0.8927,0.061353,4.1554,47.4463,6.7679
ref_2fc3db471f9d44c0.mp4,Noise,5,20.9153,0.87937,0.072662,6.2039,32.4001,6.8766
ref_2fc3db471f9d44c0.mp4,Noise,10,22.8062,0.86817,0.086283,11.5729,39.2611,6.9452
ref_2fc3db471f9d44c0.mp4,Noise,15,19.7445,0.81925,0.062689,13.6146,42.2141,7.0258
ref_2fc3db471f9d44c0.mp4,Noise,30,17.4763,0.67801,0.051576,16.6609,43.3579,7.246
ref_2fc3db471f9d44c0.mp4,Uneven Illumination,100,17.1751,0.8276,0.068718,3.335,40.4955,6.7599
ref_2fc3db471f9d44c0.mp4,Uneven Illumination,150,14.7819,0.74397,0.063152,3.3164,38.0552,6.7791
ref_2fc3db471f9d44c0.mp4,Uneven Illumination,200,12.738,0.62516,0.054215,3.2425,35.4811,6.7926
ref_2fc3db471f9d44c0.mp4,Uneven Illumination,250,10.9336,0.49696,0.037242,3.6828,34.9924,6.7192
ref_3c8d5f0b90d7475d.mp4,Defocus Blur,1,24.1224,0.83581,0.12762,4.097,40.0721,7.1527
ref_3c8d5f0b90d7475d.mp4,Defocus Blur,2,29.7099,0.84418,0.29691,3.8479,47.4108,7.1397
ref_3c8d5f0b90d7475d.mp4,Defocus Blur,3,29.01,0.84347,0.20838,4.3996,54.923,7.1312
ref_3c8d5f0b90d7475d.mp4,Defocus Blur,5,27.8883,0.84238,0.13638,5.4785,57.7283,7.1155
